id_materias,nome,creditos,descricao
ESTI002-17,Eletrônica Digital,6,"Sistemas numéricos. Portas lógicas básicas. Álgebra booleana. Simplificação de circuitos combinacionais. Circuitos aritméticos. Circuitos codificador/decodificador. Circuitos mux/demux. Flip-flops e suas aplicações. Projeto de contadores, síncronos e assíncronos. Máquinas de estado. Dispositivos de memória. Conversores analógico-digitais (DAC). Conversores digital-analógicos (ADC). Introdução aos dispositivos programáveis."
NHT4006-15,Eletroquímica e Cinética Química,6,"Serão abordados temas relacionados à cinética e dinâmica química, teoria de Arrhenius e energia de ativação, ordem e mecanismos de reações, cinética em soluções, métodos experimentais, formulações teóricas da cinética química, eletroquímica fundamental, processos de eletrodo, fundamentos das técnicas eletroquímicas e eletroanalíticas."
ESZG013-17,Empreendedorismo,4,"Natureza e a importância dos empreendedores; benefícios proporcionados pelo empreendedor à sociedade; características de comportamento e de personalidade do empreendedor; as competências específicas do empreendedor e o seu desenvolvimento; barreiras e armadilhas que ameaçam os negócios iniciados pelo empreendedor; oportunidades internacionais de empreendedorismo; criatividade e idéia de empresa; questões legais para o empreendedor; planos: negócio, marketing, financeiro, organizacional; fontes de capital: capital de risco informal e capital de risco formal; empreendimento tradicional e startup; investimento para novos negócios; questões e estratégias para expansão do empreendimento; abertura de capital."
MCZA007-13,Empreendedorismo e Desenvolvimento de Negócios,4,Postura empreendedora. Processo de desenvolvimento denegócios. Tópicos em negócios. Orientação à elaboração de planos de negócios.
NHZ6012-18,Empreendedorismo e planejamento de projetos em Biotecnologia,4,Apresentar uma visão geral das etapas de construção e execução de projetos em Biotecnologia.
ESZE105-17,Energia dos Oceanos,4,Energia do mar. As ondas do mar. Velocidade e altura das ondas. Energia das ondas. Utilização da energia das ondas. Tecnologias de aproveitamento das ondas. Sistemas de coluna de água oscilante (OWC). Dispositivos oscilantes. Transbordamento da água do mar. Energia maré-motriz. As marés. Potência extraível das marés. Geração de eletricidade. Turbinas tipo bulbo. Exemplos de usinas maré-motrizes. Energia das correntes de maré. Turbinas para correntes de maré. Energia extraída por uma turbina de maré. Cercas de maré. Central maremotriz de Dalupiri. Conversão da energia térmica dos oceanos. Energia térmica dos oceanos. Sistema de geração OTEC.
ESZT003-17,Energia e Abastecimento,4,"Fontes de energia. Matriz energética do Brasil. Impacto ambiental das diversas fontes e formas de conversão. Formas de aproveitamento das energias naturais. Matriz energética do Brasil. Impacto ambiental das diversas fontes e formas de conversão. Sistemas de geração, transmissão, distribuição de energia. Estrutura de organização do setor energético. Desenvolvimento econômico e social e demanda de energia. Políticas e programas de abastecimento de Energia."
NHZ5005-09,Energia e Meio Ambiente,3,"Fontes de energia. Aproveitamento da água como fonte de energia. Tipos de combustíveis: petróleo, gás natural, carvão, lenha e nuclear. Combustíveis derivados da biomassa. Energia solar. Energia eólica. Formas de aproveitamento das energias naturais. Conceito de energia útil. Eletricidade e transporte. Eficiência e perdas. Usinas hidroelétricas, termelétricas convencionais e nucleares. Co-geração de eletricidade e calor. Matriz energética do Brasil. Impacto ambiental das diversas fontes e formas de conversão."
ESZE104-17,Energia Geotérmica,2,Energia geotérmica. Estrutura do planeta Terra. Causas da dinâmica terrestre. Origem da energia geotérmica. Transmissão da energia geotérmica. Utilização da energia geotérmica. Geração de energia elétrica. Bombas de calor no solo (GSHP). Localização das fontes geotérmicas. Produção de eletricidade. Sistemas de geração vapor-dominantes. Planta de Larderello. Complexo geotérmico dos Gêiseres da Califórnia. Sistemas de geração líquido- dominantes. Planta geotérmica de Wairakei. Sistemas líquido-dominantes de baixa entalpia. Outras fontes de energia geotérmica.
ESZR007-13,Energia nuclear e Relações Internacionais,4,Complexidade da energia nuclear e armas nucleares. Tratado Internacional de não- proliferação. Agência Internacional de Energia Atômica (AIEA). Transferência e controle de tecnologia. Posição do Brasil. Controle da cadeia produtiva. Mercado internacional de urânio. Impacto da questão ambiental. Cenários futuros.
ESTE004-17,"Energia, Meio Ambiente e Sociedade",4,"Energia: discussão de conceitos; Evolução histórica da oferta e do consumo de energia; Recursos energéticos; Uso final da energia; Análise da matriz energética brasileira e mundial; Energia e conflitos sociais. Impactos sociais dos empreendimentos energéticos; Energia e desenvolvimento: PIB, crescimento econômico, distribuição de renda, qualidade de vida, energia e emprego, curva de Kuznets, IDH, intensidade energética, modelos de desenvolvimento; Energia e meio ambiente: indicadores, contribuição das fontes, impactos ambientais locais e globais, fontes estacionárias e móveis; Eficiência energética; Tecnologias de conversão de energia; Políticas ambientais; Regulação ambiental; Políticas energéticas; Planejamento integrado de recursos."
ESTE034-17,Engenharia de Biocombustíveis,4,Definição de biomassa e principais matérias primas. Avaliação de potencial: agroenergia e resíduos; características físico-químicas da biomassa. Processos bioquímicos e termoquímicos de produção de biocombustíveis. Externalidades do uso energético da biomassa.
ESZM038-17,Engenharia de Cerâmicas,4,Produção de corpos cerâmicos: das matérias-primas aos métodos de acabamento; Métodos de caracterização aplicados na produção de corpos cerâmicos; Métodos de controle de qualidade; Design de cerâmicas; Projeto de linha de produção de corpos cerâmicos.
ESTE029-17,Engenharia de Combustíveis Fósseis,4,"Geologia dos combustíveis fósseis. O carvão: Usos, reservas, mineração e transporte. Aspectos geopolíticos. Gaseificação do carvão. Ciclo combinado de gaseificação integrada (IGCC). Liquefação do carvão: Síntese de Fischer-Tropsch. Captura e armazenamento de carbono. Areias betuminosas: reservas, mineração, refino e aspectos ambientais. Gás de folhelho: reservas, técnicas de extração e aspectos ambientais. Folhelho betuminoso. Pirólise do folhelho: obtenção do óleo de folhelho. Hidratos de metano: potenciais e riscos na exploração."
ESZE058-17,Engenharia de Completação,4,"Estabilidade de poços. Projeto de poços: projeto de colunas de perfuração e de revestimento. Perfuração direcional. Completação de poços: conceitos básicos, tipos de completação. Operações básicas."
ESZM029-17,Engenharia de Filmes Finos,4,"Introdução a filmes finos; Estrutura cristalina de filmes finos: amorfo, epitaxia e texturização; Defeitos em filmes finos ( vacâncias, deslocamentos, contorno de grão); Morfologia e microestruturas : nanocristalina, policristalina; Modelos de nucleação de filmes finos; Técnicas de deposição de filmes finos (PVD, Sputtering, vaporização, CVD, MOCVD, MBE, PLD); Deposições de filmes via soluções químicas (Sol-Gel, LPE); Filmes automontados (self- assembly). Filmes de Langmuir e Langmuir-Blodgett. Técnicas de de caracterização: Composição e estrutura cristalina: difração de raios X e elétrons, espectroscopia de massa, RBS, elétrons Auger, PIXE; Espessura e topografia: elipsometria, perfilometria, microscópio eletrônico, AFM e STM; Propriedades óticas, elétricas e mecânicas; Design e aplicações de filmes finos."
ESZM024-17,Engenharia de Metais,4,"Ligas metálicas amorfas e nanocristalinas; nanocompósitos de matriz metálica; processamento não-convencional de metais e ligas: solidificação rápida, elaboração mecânica de ligas e deformação plástica severa; corrosão e proteção dos metais; tratamentos termomecânicos e termoquímicos; materiais metálicos funcionais; biomateriais metálicos; analise de falhas em componentes metálicos."
ESZE059-17,Engenharia de Perfuração,4,"Operações de perfuração, métodos e equipamentos. Fluidos de perfuração e de cimentação. Perfuração no mar. Cálculo de vazão e queda de pressão no poço. Cálculo de pressão estática e dinâmica no fundo do poço. Limpeza de poço."
ESTE030-17,Engenharia de Petróleo e Gás,4,"História do petróleo. Noções de geologia do petróleo: origem, migração e composição química. Prospecção do petróleo: métodos geológicos e geofísicos. Perfuração. Avaliação de formações: perfilagem. Completação de poços. Estimulação. Estudos de reservatório. Elevação. Desenvolvimento de campos petrolíferos. Exploração de petróleo offshore."
ESZM014-17,Engenharia de Polímeros,4,"Polímeros commodities, poliolefínicos e não-poliolefínicos. Polímeros de engenharia. Polímeros especiais. Envelhecimento e degradação de polímeros. Projeto de peças estruturais de polímeros. Polímeros condutores e semicondutores. Aplicações especiais de polímeros."
